nombre_evento,url_evento,codigo_postal,direccion,horario,organizacion,fecha_inicio,fecha_fin,hora_fecha_inicio,hora_fecha_fin
De matadero a vivero,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=41baa2c1cb315910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,Matadero Madrid,2025-03-07,2025-03-07,00:00:00.0,23:59:00.0
De Nao Albet y Marcel Borràs,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=29219f45bf9e1910VgnVCM1000001d4a900aRCRD,28045,PASEO CHOPERA 14,19:30,Nave 10 Matadero. Creación Dramática Contemporánea,2025-06-19,2025-07-06,19:30:00.0,23:59:00.0
Decir sí o no,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=02460c3d9a405910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,10:30,Matadero Madrid,2025-03-05,2025-03-05,10:30:00.0,23:59:00.0
Déjate llevar,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=948c9f19627b4910VgnVCM2000001f4a900aRCRD,28045,PASEO CHOPERA 10,16:30,Espacio de Igualdad Juana Doña. Arganzuela,2025-02-17,2025-02-24,16:30:00.0,23:59:00.0
Del grafismo a la textura,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a20a9f2a3815910VgnVCM1000001d4a900aRCRD,28023,TRAVESIA CA&amp;Ntilde;O 5,,Centro Cultural Juan Genovés (Moncloa - Aravaca),2025-03-03,2025-03-28,00:00:00.0,23:59:00.0
Demostraciones en prensa de madera manual.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=79afaeea739a3910VgnVCM2000001f4a900aRCRD,28012,CALLE CONCEPCION JERONIMA 15,11:00,Imprenta Municipal - Artes del libro,2025-05-21,2025-05-21,11:00:00.0,23:59:00.0
Demostraciones en prensa de madera manual.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=56dfaeea739a3910VgnVCM2000001f4a900aRCRD,28012,CALLE CONCEPCION JERONIMA 15,11:00,Imprenta Municipal - Artes del libro,2025-03-12,2025-03-12,11:00:00.0,23:59:00.0
Demostraciones en prensa de madera manual.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6acfaeea739a3910VgnVCM2000001f4a900aRCRD,28012,CALLE CONCEPCION JERONIMA 15,11:00,Imprenta Municipal - Artes del libro,2025-04-09,2025-04-09,11:00:00.0,23:59:00.0
Demostraciones en prensa de madera manual.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f0afaeea739a3910VgnVCM2000001f4a900aRCRD,28012,CALLE CONCEPCION JERONIMA 15,11:00,Imprenta Municipal - Artes del libro,2025-05-07,2025-05-07,11:00:00.0,23:59:00.0
Demostraciones en prensa de madera manual.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ac9faeea739a3910VgnVCM2000001f4a900aRCRD,28012,CALLE CONCEPCION JERONIMA 15,11:00,Imprenta Municipal - Artes del libro,2025-06-18,2025-06-18,11:00:00.0,23:59:00.0
Demostraciones en prensa de madera manual.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7a9faeea739a3910VgnVCM2000001f4a900aRCRD,28012,CALLE CONCEPCION JERONIMA 15,11:00,Imprenta Municipal - Artes del libro,2025-06-04,2025-06-04,11:00:00.0,23:59:00.0
Demostraciones en prensa de madera manual.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=edafaeea739a3910VgnVCM2000001f4a900aRCRD,28012,CALLE CONCEPCION JERONIMA 15,11:00,Imprenta Municipal - Artes del libro,2025-02-26,2025-02-26,11:00:00.0,23:59:00.0
Demostraciones en prensa de madera manual.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7dbfaeea739a3910VgnVCM2000001f4a900aRCRD,28012,CALLE CONCEPCION JERONIMA 15,11:00,Imprenta Municipal - Artes del libro,2025-04-23,2025-04-23,11:00:00.0,23:59:00.0
Demostraciones en prensa de madera manual.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c0dfaeea739a3910VgnVCM2000001f4a900aRCRD,28012,CALLE CONCEPCION JERONIMA 15,11:00,Imprenta Municipal - Artes del libro,2025-03-19,2025-03-19,11:00:00.0,23:59:00.0
"Desayuno participativo, creando redes [Mujeres Compartiendo Sabiduría]",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b84fccc3cf4e1910VgnVCM1000001d4a900aRCRD,28015,CALLE ANDRES MELLADO 44,10:00,Espacio de Igualdad María Zambrano. Chamberí,2025-02-07,2025-02-28,10:00:00.0,23:59:00.0
Descubre el Parque de Pradolongo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=840773d595325910VgnVCM2000001f4a900aRCRD,28026,CALLE DOCTOR TOLOSA LATOUR 16,11:00,Centro de Educación Ambiental y Cultural Maris Stella (Usera),2025-03-30,2025-03-30,11:00:00.0,23:59:00.0
Descubre el Parque Lineal del Manzanares,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b37973d595325910VgnVCM2000001f4a900aRCRD,28026,CALLE DOCTOR TOLOSA LATOUR 16,11:00,Centro de Educación Ambiental y Cultural Maris Stella (Usera),2025-03-09,2025-03-09,11:00:00.0,23:59:00.0
Descubre el Vivero de Estufas del Retiro,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f7e8af6138133810VgnVCM2000001f4a900aRCRD,28009,PASEO FERNAN NUÑEZ 2,11:00,Centro de Información y Educación Ambiental de El Huerto de El Retiro,2025-03-13,2025-03-13,11:00:00.0,23:59:00.0
Descubre el Vivero de Estufas del Retiro,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=caf9c0b0864b1810VgnVCM2000001f4a900aRCRD,28009,PASEO FERNAN NUÑEZ 2,11:00,Centro de Información y Educación Ambiental de El Huerto de El Retiro,2025-03-08,2025-03-08,11:00:00.0,23:59:00.0
Descubre las mariposas del parque de Pradolongo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0ea673d595325910VgnVCM2000001f4a900aRCRD,28026,CALLE DOCTOR TOLOSA LATOUR 16,11:00,Centro de Educación Ambiental y Cultural Maris Stella (Usera),2025-03-29,2025-03-29,11:00:00.0,23:59:00.0
Desfile con charanga y taller de máscaras,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1849318cb1405910VgnVCM2000001f4a900aRCRD,,,12:00,,2025-03-02,2025-03-02,12:00:00.0,23:59:00.0
Desfile de carnaval,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=244fc02a29964910VgnVCM1000001d4a900aRCRD,28031,CALLE MONTE DE MONTJUICH 7,18:00,Auditorio Municipal Las Trece Rosas,2025-02-28,2025-02-28,18:00:00.0,23:59:00.0
Desfile de Carnaval,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=48a0fcf4aade4910VgnVCM2000001f4a900aRCRD,,,17:30,,2025-02-27,2025-02-27,17:30:00.0,23:59:00.0
Desfile de Comparsas. Ciudad de los Ángeles,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ca04ce6eb6ef4910VgnVCM1000001d4a900aRCRD,,,16:45,,2025-03-04,2025-03-04,16:45:00.0,23:59:00.0
Desnudando el alma,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=14219cf356325910VgnVCM1000001d4a900aRCRD,28023,TRAVESIA CA&amp;Ntilde;O 5,19:00,Centro Cultural Juan Genovés (Moncloa - Aravaca),2025-03-23,2025-03-23,19:00:00.0,23:59:00.0
Desplázate mejor usando el móvil. Madrid Aula Digital,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fd3ef7cdf1ef4910VgnVCM2000001f4a900aRCRD,28024,CALLE GRANJA DE TORREHERMOSA 1,10:00,Biblioteca Pública Municipal Ángel González (Latina),2025-03-24,2025-03-26,10:00:00.0,23:59:00.0
Desplázate mejor usando el móvil. Madrid Aula Digital,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ec7693452d225910VgnVCM2000001f4a900aRCRD,28039,CALLE FRANCOS RODRIGUEZ 67,10:30,Biblioteca Pública Municipal Manuel Vázquez Montalbán (Tetuán),2025-03-11,2025-03-13,10:30:00.0,23:59:00.0
Detox,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8222542e85d15910VgnVCM1000001d4a900aRCRD,28022,CALLE ALIAGA 5,19:00,Centro Sociocultural Miguel de Cervantes (San Blas - Canillejas),2025-03-29,2025-03-29,19:00:00.0,23:59:00.0
Día de la Igualdad Salarial. 10 claves para entender nuestra remuneración y nuestra nómina,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c85af84b6b7a4910VgnVCM2000001f4a900aRCRD,28019,CALLE COMANDANTE FONTANES 8,10:00,Espacio de Igualdad Lourdes Hernández. Carabanchel,2025-02-27,2025-02-27,10:00:00.0,23:59:00.0
Día Meteorológico Mundial,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a7a473d595325910VgnVCM2000001f4a900aRCRD,28026,CALLE DOCTOR TOLOSA LATOUR 16,11:00,Centro de Educación Ambiental y Cultural Maris Stella (Usera),2025-03-23,2025-03-23,11:00:00.0,23:59:00.0
Diálogos mágicos: 'El Engaño y sus Ilusiones',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=11b32ebc9de64910VgnVCM1000001d4a900aRCRD,28012,RONDA ATOCHA 35,,Teatro Circo Price,2025-03-04,2025-03-05,00:00:00.0,23:59:00.0
Días no lectivos 28 de febrero y 3 marzo. Campamento Urbano de Villaverde,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=aae7755c2a384910VgnVCM2000001f4a900aRCRD,,,,,2025-02-28,2025-03-03,00:00:00.0,23:59:00.0
Días sin cole 28 de febrero y 3 de marzo 2025. Distrito de Chamartín,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2d85672756474910VgnVCM1000001d4a900aRCRD,,,,,2025-02-28,2025-03-03,00:00:00.0,23:59:00.0
Diván del Tamarit,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9e4fe2fc6e6c1910VgnVCM1000001d4a900aRCRD,28012,CALLE PRINCIPE 25,,Teatro Español,2025-04-10,2025-04-20,00:00:00.0,23:59:00.0
Diversa,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ea9ba9500ffc4910VgnVCM2000001f4a900aRCRD,28042,CALLE BOTICA 7,,Centro Cultural - Centro Socio Cultural Villa de Barajas,2025-02-04,2025-02-28,00:00:00.0,23:59:00.0
Do It Yourself: manualidades en la biblioteca,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d5dcd15c0bfe4910VgnVCM2000001f4a900aRCRD,28022,CALLE MARIA SEVILLA DIAGO 15,18:00,Biblioteca Pública Municipal José Hierro (San Blas-Canillejas),2025-02-26,2025-02-26,18:00:00.0,23:59:00.0
Don Quijote,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2335b249a0915910VgnVCM2000001f4a900aRCRD,28037,CALLE SAN ROMAN DEL VALLE 8,16:00,Centro Cultural Antonio Machado (San Blas - Canillejas),2025-03-16,2025-03-16,16:00:00.0,23:59:00.0
Dramaturgia alemana,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fc719f45bf9e1910VgnVCM1000001d4a900aRCRD,28045,PASEO CHOPERA 14,,Nave 10 Matadero. Creación Dramática Contemporánea,2025-03-18,2025-03-21,00:00:00.0,23:59:00.0
Educación pública,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3b349c4490405910VgnVCM1000001d4a900aRCRD,28029,PLAZA DONOSO 5,,Biblioteca Pública Municipal María Zambrano (Tetuán),2025-02-17,2025-03-17,00:00:00.0,23:59:00.0
Ejercitando nuestro cuerpo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=603002b68bf54910VgnVCM2000001f4a900aRCRD,28022,PLAZA EURIPIDES 1,10:00,Espacio de Igualdad Lucía Sánchez Saornil. San Blas-Canillejas,2025-01-08,2025-03-26,10:00:00.0,23:59:00.0
El arca rusa,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=af0464926f415910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,20:30,Cineteca Madrid,2025-03-02,2025-03-02,20:30:00.0,23:59:00.0
El bar y los españoles,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d991a8c219315910VgnVCM2000001f4a900aRCRD,28022,CALLE BOLTAÑA 27,19:00,Centro Cultural Buero Vallejo (San Blas - Canillejas),2025-03-29,2025-03-29,19:00:00.0,23:59:00.0
El barbero de Picasso,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=545ee589437c1910VgnVCM1000001d4a900aRCRD,28012,CALLE PRINCIPE 25,,Teatro Español,2025-06-05,2025-07-20,00:00:00.0,23:59:00.0
El Bosque de los Recuerdos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4eea2ed891ad4910VgnVCM2000001f4a900aRCRD,28029,PLAZA DONOSO 5,11:30,Biblioteca Pública Municipal María Zambrano (Tetuán),2025-02-26,2025-07-23,11:30:00.0,23:59:00.0
El caftán azul,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d2b464926f415910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,20:30,Cineteca Madrid,2025-03-13,2025-03-13,20:30:00.0,23:59:00.0
El carnaval de los animales,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=540f253fbe9f4910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,12:00,Matadero Madrid,2025-03-02,2025-03-02,12:00:00.0,23:59:00.0
El cercano Oriente,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e2331a577f8f4910VgnVCM1000001d4a900aRCRD,28005,CALLE SAN JUSTO 5,19:00,Biblioteca Pública Municipal Iván de Vargas (Centro),2025-03-18,2025-03-18,19:00:00.0,23:59:00.0
El chico y la garza,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e4bd318cb1405910VgnVCM2000001f4a900aRCRD,28022,CALLE BOLTAÑA 27,12:00,Centro Cultural Buero Vallejo (San Blas - Canillejas),2025-03-16,2025-03-16,12:00:00.0,23:59:00.0
El coro del mundo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d84fc08889415910VgnVCM2000001f4a900aRCRD,,,18:00,Centro Cultural Zazuar (Villa de Vallecas),2025-03-28,2025-03-28,18:00:00.0,23:59:00.0
El Coverman,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9cc13bbfeae15910VgnVCM2000001f4a900aRCRD,28039,CALLE ALMANSA 9,19:00,Centro Sociocultural José de Espronceda (Tetuán),2025-03-14,2025-03-14,19:00:00.0,23:59:00.0
El fantasma al que le asustaban los libros,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=22e491bed4ff4910VgnVCM1000001d4a900aRCRD,28009,CALLE IBIZA 8,12:00,Centro Cultural Mercado de Ibiza (Retiro),2025-03-15,2025-03-15,12:00:00.0,23:59:00.0
El gran museo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9e4464926f415910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,20:00,Cineteca Madrid,2025-03-18,2025-03-18,20:00:00.0,23:59:00.0
El gran sarao del mundo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3c41b249a0915910VgnVCM2000001f4a900aRCRD,28037,CALLE SAN ROMAN DEL VALLE 8,19:30,Centro Cultural Antonio Machado (San Blas - Canillejas),2025-03-13,2025-03-13,19:30:00.0,23:59:00.0
El hambre,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9e4f7bfae6da4910VgnVCM2000001f4a900aRCRD,28031,CALLE PASO DE VILLAMANRIQUE 3,19:00,Teatro Municipal de Vallecas,2025-03-22,2025-03-22,19:00:00.0,23:59:00.0
El hambre,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=23b133d971394910VgnVCM1000001d4a900aRCRD,28053,CALLE CONCEJO DE TEVERGA 1,19:00,Centro Cultural Lope de Vega (Puente de Vallecas),2025-02-26,2025-02-26,19:00:00.0,23:59:00.0
El Jurado,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=794f577981ff4910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,20:30,Cineteca Madrid,2025-03-05,2025-03-05,20:30:00.0,23:59:00.0
El niño Lord.Cah - Arganzuela,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=044a8dca45bb4910VgnVCM1000001d4a900aRCRD,,,20:00,,2025-03-15,2025-03-15,20:00:00.0,23:59:00.0
El patio de recreo literario [Mujeres Compartiendo Sabiduría],http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6a7490b493ddf810VgnVCM2000001f4a900aRCRD,28015,CALLE ANDRES MELLADO 44,11:00,Espacio de Igualdad María Zambrano. Chamberí,2025-02-06,2025-02-27,11:00:00.0,23:59:00.0
El príncipe de Egipto,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d292c57c1c915910VgnVCM1000001d4a900aRCRD,28031,CALLE PASO DE VILLAMANRIQUE 3,18:00,Teatro Municipal de Vallecas,2025-04-12,2025-04-12,18:00:00.0,23:59:00.0
El profesor Marston y Wonder Woman,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bcef577981ff4910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,Cineteca Madrid,2025-03-28,2025-03-28,00:00:00.0,23:59:00.0
El Puma,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5e0748a4bb1b4910VgnVCM1000001d4a900aRCRD,28012,RONDA ATOCHA 35,20:00,Teatro Circo Price,2025-03-26,2025-03-26,20:00:00.0,23:59:00.0
El resplandor de Stanley Kubrick,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=84b353eb0c915910VgnVCM2000001f4a900aRCRD,28050,CALLE PRINCESA DE EBOLI 29,17:30,Biblioteca Pública Municipal María Lejárraga (Hortaleza),2025-03-11,2025-03-11,17:30:00.0,23:59:00.0
El Retiro a través de la música,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=44d9c0b0864b1810VgnVCM2000001f4a900aRCRD,28009,PASEO FERNAN NUÑEZ 2,11:00,Centro de Información y Educación Ambiental de El Huerto de El Retiro,2025-03-01,2025-03-01,11:00:00.0,23:59:00.0
El Retiro a través de sus jardines,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ecfdaf6138133810VgnVCM2000001f4a900aRCRD,28009,PASEO FERNAN NUÑEZ 2,11:00,Centro de Información y Educación Ambiental de El Huerto de El Retiro,2025-03-15,2025-03-15,11:00:00.0,23:59:00.0
El reverso del placer,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4b5f577981ff4910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,20:30,Cineteca Madrid,2025-03-06,2025-03-06,20:30:00.0,23:59:00.0
El señor Skeffington,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=eb643bbfeae15910VgnVCM2000001f4a900aRCRD,28039,CALLE ALMANSA 9,18:30,Centro Sociocultural José de Espronceda (Tetuán),2025-03-26,2025-03-26,18:30:00.0,23:59:00.0
El sueño de la sultana,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3cac318cb1405910VgnVCM2000001f4a900aRCRD,28022,CALLE BOLTAÑA 27,19:00,Centro Cultural Buero Vallejo (San Blas - Canillejas),2025-03-23,2025-03-23,19:00:00.0,23:59:00.0
El tango de Marilyn,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=940deb1eb9305910VgnVCM1000001d4a900aRCRD,28009,PASEO COLOMBIA 1,19:00,Centro Cultural Casa de Vacas (Retiro),2025-03-07,2025-03-07,19:00:00.0,23:59:00.0
El viaje del monstruo fiero,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=294533d971394910VgnVCM1000001d4a900aRCRD,28041,PLAZA ASOCIACION 1,19:00,Centro Cultural Meseta de Orcasitas (Usera),2025-03-27,2025-03-27,19:00:00.0,23:59:00.0
El vuelo del globo rojo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=155464926f415910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,20:00,Cineteca Madrid,2025-03-26,2025-03-26,20:00:00.0,23:59:00.0
El zoo de las rimas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5d8f54b34f215910VgnVCM1000001d4a900aRCRD,28004,CALLE BARCELO 4,17:00,Biblioteca Pública Municipal Mario Vargas Llosa (Centro),2025-03-06,2025-03-06,17:00:00.0,23:59:00.0
Emociones entre líneas. Taller de escritura,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b3de4778bbc4910VgnVCM2000001f4a900aRCRD,28015,CALLE ANDRES MELLADO 44,10:30,Espacio de Igualdad María Zambrano. Chamberí,2025-02-18,2025-02-25,10:30:00.0,23:59:00.0
Empoderamiento y relax,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3713582a56f54910VgnVCM1000001d4a900aRCRD,28022,PLAZA EURIPIDES 1,10:00,Espacio de Igualdad Lucía Sánchez Saornil. San Blas-Canillejas,2025-01-08,2025-03-26,10:00:00.0,23:59:00.0
En calma. Taller de relajación,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a2c6aed50c190910VgnVCM1000001d4a900aRCRD,28043,CALLE MATAPOZUELOS 2,11:00,Espacio de Igualdad Carme Chacón. Hortaleza,2025-01-13,2025-04-28,11:00:00.0,23:59:00.0
En compañía de las letras,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=383d2a21725d3910VgnVCM1000001d4a900aRCRD,28029,AVENIDA MONFORTE DE LEMOS 38,11:00,Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo),2025-01-31,2025-06-27,11:00:00.0,23:59:00.0
En la alcoba del Sultán,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3986d58d22984910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,Cineteca Madrid,2025-02-01,2025-03-08,00:00:00.0,23:59:00.0
